,Title,Organization,Skills,Ratings,Review counts,Metadata
76,Robotic Process Automation (RPA),UiPath," Robotic Process Automation, Data Manipulation, Web Scraping, User Interface (UI), Business Process Automation, Automation, Email Security, UI Components, Test Automation, Excel Macros, Scripting, IT Automation, Data Cleansing, Data Import/Export, Software Development Tools, Data Management, Integrated Development Environments, Data Integration, Application Deployment, Programming Principles",0,0,Beginner · Specialization · 3 - 6 Months
77,Ciberseguridad de Google,Google," Vulnerability Management, Threat Modeling, Incident Response, Intrusion Detection and Prevention, Business Risk Management, Network Security, Operating Systems, Threat Detection, Risk Management, Security Information and Event Management (SIEM), Computer Security Incident Management, Security Awareness, Event Monitoring, Network Architecture, Security Controls, Cyber Risk, Linux, Cybersecurity, Debugging, SQL",0,0,Beginner · Professional Certificate · 3 - 6 Months
78,Python Data Structures,University of Michigan," Data Structures, Python Programming, Programming Principles, Data Import/Export, Data Manipulation, Development Environment, File Management",0,0,Beginner · Course · 1 - 3 Months
79,Microsoft UX Design,Microsoft," Storyboarding, User Research, Information Architecture, User Experience Design, Design Thinking, Prototyping, Usability Testing, User Experience, Persona (User Experience), Wireframing, Design Research, User Interface and User Experience (UI/UX) Design, Interaction Design, Web Content Accessibility Guidelines, Human Centered Design, Figma (Design Software), Usability, User Centered Design, Design, Artificial Intelligence",0,0,Beginner · Professional Certificate · 3 - 6 Months
80,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem," Computer Architecture, Computer Hardware, Computational Logic, Computer Programming, System Design and Implementation, Technical Design, Software Design, Program Development, Debugging, Verification And Validation, Development Environment",0,0,Mixed · Course · 1 - 3 Months
81,Cryptography I,Stanford University," Cryptography, Data Encryption Standard, Encryption, Key Management, Advanced Encryption Standard (AES), Public Key Cryptography Standards (PKCS), Cybersecurity, Authentications, Data Integrity, Secure Coding, Algorithms",0,0,Mixed · Course · 1 - 3 Months
82,Microsoft Back-End Developer,Microsoft," CI/CD, C# (Programming Language), Load Balancing, Continuous Integration, Role-Based Access Control (RBAC), Scalability, Object Oriented Programming (OOP), Authentications, ASP.NET, Debugging, SQL, Application Deployment, Microsoft Copilot, .NET Framework, Relational Databases, Database Management, Graph Theory, Back-End Web Development, Program Development, Data Structures",0,0,Beginner · Professional Certificate · 3 - 6 Months
83,MATLAB Programming for Engineers and Scientists,Vanderbilt University," Data Visualization, Image Analysis, Data Visualization Software, Matlab, Algorithms, Machine Learning Methods, User Interface (UI), Applied Machine Learning, Object Oriented Programming (OOP), Statistical Methods, Mathematical Software, Engineering Calculations, Computer Programming, Data Processing, Data Analysis, Engineering Analysis, Programming Principles, Scripting, UI Components, Software Design",0,0,Beginner · Specialization · 3 - 6 Months
84,Calculus for Machine Learning and Data Science,DeepLearning.AI," Applied Mathematics, Calculus, Numerical Analysis, Mathematical Modeling, Machine Learning, Python Programming, Regression Analysis, Artificial Neural Networks, Deep Learning, Derivatives",0,0,Intermediate · Course · 1 - 4 Weeks
85,Introduction to Python Programming,University of Pennsylvania," Data Structures, Programming Principles, Python Programming, Computer Programming, Computational Thinking, Scripting, Software Development Tools, Integrated Development Environments, Data Import/Export, Jupyter, File Management",0,0,Beginner · Course · 1 - 4 Weeks
86,Create High-Fidelity Designs and Prototypes in Figma,Google," Figma (Design Software), User Experience Design, Mockups, User Centered Design, Usability Testing, User Interface (UI) Design, Design Elements And Principles, Interaction Design, Prototyping, Technical Communication, Typography, Color Theory",0,0,Beginner · Course · 1 - 3 Months
87,Artificial Intelligence: an Overview,Politecnico di Milano," Unsupervised Learning, Supervised Learning, Machine Learning Algorithms, Machine Learning, Applied Machine Learning, Intellectual Property, Artificial Intelligence and Machine Learning (AI/ML), Legal Risk, Reinforcement Learning, Artificial Intelligence, General Data Protection Regulation (GDPR), Dimensionality Reduction, Cloud Platforms, Deep Learning, Hardware Architecture, Information Technology Architecture, Law, Regulation, and Compliance, Regulation and Legal Compliance, Computer Science, Public Policies",0,0,Beginner · Specialization · 3 - 6 Months
88,Self-Driving Cars,University of Toronto," Computer Vision, Image Analysis, Control Systems, Embedded Software, Automation, Deep Learning, Software Architecture, Computer Graphics, Simulations, Safety Assurance, Artificial Neural Networks, Global Positioning Systems, Visualization (Computer Graphics), Estimation, Algorithms, Machine Learning Methods, Predictive Modeling, Scenario Testing, Data Structures, Spatial Data Analysis",0,0,Advanced · Specialization · 3 - 6 Months
89,Java Programming and Software Engineering Fundamentals,Duke University," Object Oriented Programming (OOP), Java, Java Programming, Hypertext Markup Language (HTML), Software Design, Software Design Patterns, Data Structures, HTML and CSS, Debugging, Software Engineering, Cryptography, Web Development, Programming Principles, Computer Programming, Encryption, AI Personalization, Javascript, Algorithms, Data Analysis, Cascading Style Sheets (CSS)",0,0,Beginner · Specialization · 3 - 6 Months
90,Enterprise Product Management Fundamentals,Microsoft," Product Development, New Product Development, Product Management, Product Lifecycle Management, Product Roadmaps, Market Research, Microsoft 365, Product Requirements, Technical Product Management, Cross-Functional Collaboration, Project Management Institute (PMI) Methodology, Product Strategy, Market Analysis, Compliance Management, Competitive Analysis, Enterprise Security, Agile Methodology, Prioritization",0,0,Beginner · Course · 1 - 3 Months
91,User Experience Research and Design,University of Michigan," UI/UX Research, Surveys, Qualitative Research, Usability Testing, User Experience Design, User Research, User Experience, User Story, Prototyping, Wireframing, User Centered Design, Survey Creation, Sampling (Statistics), Design Research, Interaction Design, Ideation, A/B Testing, Conceptual Design, Web Analytics, User Interface (UI)",0,0,Beginner · Specialization · 3 - 6 Months
92,Meta Android UI Development,Meta," Android Studio, Android Jetpack, Kotlin, Android Development, Android (Operating System), Responsive Web Design, Mobile Development, UI Components, Unit Testing, Gradle, User Interface (UI) Design, Application Development, User Interface (UI), Integrated Development Environments, Object Oriented Programming (OOP), Development Environment, Programming Principles, Test Driven Development (TDD), Wireframing, Prototyping",0,0,Beginner · Specialization · 3 - 6 Months
93,Scrum Master Certification,LearnQuest," User Story, Behavior-Driven Development, DevSecOps, Backlogs, Agile Methodology, Test Driven Development (TDD), Sprint Retrospectives, Scaled Agile Framework, Sprint Planning, Kanban Principles, DevOps, Risk Management, Agile Software Development, Agile Product Development, Continuous Integration, Lean Methodologies, Scrum (Software Development), Scalability, Management Reporting, Agile Project Management",0,0,Beginner · Specialization · 3 - 6 Months
94,Probability & Statistics for Machine Learning & Data Science,DeepLearning.AI," Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Probability, Statistical Inference, A/B Testing, Statistical Analysis, Statistical Machine Learning, Data Science, Exploratory Data Analysis, Statistical Visualization",0,0,Intermediate · Course · 1 - 4 Weeks
95,CISSP Certified Information Systems Security Professional,Packt," Identity and Access Management, Business Continuity, Network Security, Cryptography, AWS Identity and Access Management (IAM), Encryption, User Provisioning, Security Management, Penetration Testing, Vulnerability Scanning, ISO/IEC 27001, Threat Management, Network Performance Management, Information Systems Security, Network Architecture, DevSecOps, Cyber Operations, Data Management, Software Development Methodologies, Cybersecurity",0,0,Beginner · Specialization · 3 - 6 Months
96,Microsoft Azure Data Scientist Associate (DP-100) Exam Prep,Microsoft," Data Ethics, Machine Learning, Tensorflow, Data Processing, Data Pipelines, Data Transformation, Application Deployment, Cloud Management, Artificial Neural Networks, Distributed Computing, Supervised Learning, Virtual Machines, Continuous Monitoring, Data Security, Scalability",0,0,Intermediate · Professional Certificate · 3 - 6 Months
97,Interaction Design,University of California San Diego," Design Research, Interaction Design, User Experience Design, Statistical Analysis, Usability, Ideation, User Research, Graphic and Visual Design, User Interface (UI) Design, Experimentation, Prototyping, Human Centered Design, Usability Testing, Human Computer Interaction, A/B Testing, Human Factors, Collaborative Software, Telecommuting, R Programming, Storyboarding",0,0,Intermediate · Specialization · 3 - 6 Months
98,Gen AI: Beyond the Chatbot,Google Cloud," Prompt Engineering, Generative AI, Google Cloud Platform, Large Language Modeling, Strategic Thinking, Artificial Intelligence, Workflow Management, Business, Business Ethics, Continuous Improvement Process",0,0,Beginner · Course · 1 - 4 Weeks
